Model,Percentage Error
Lasso Regression,1.8043231447744212
Lasso Regression,8.278912643541894
Lasso Regression,28.825526874748764
Lasso Regression,29.17591131414402
Lasso Regression,36.64509511530875
Lasso Regression,28.44108686124279
Lasso Regression,4.720575508103939
Lasso Regression,10.515767547263442
Lasso Regression,11.348475563250613
Lasso Regression,3.0077680080643328
Lasso Regression,12.585781432675166
Lasso Regression,35.51570556977859
Lasso Regression,16.253299569182232
Lasso Regression,31.09207729232379
Lasso Regression,21.08543126738585
Lasso Regression,12.736593412822291
Lasso Regression,17.325366246007288
Lasso Regression,19.640095999197026
Lasso Regression,16.81923890304235
Lasso Regression,12.387299624399608
Lasso Regression,20.38520817079153
Lasso Regression,2.388498587372954
Lasso Regression,9.727390802321592
Lasso Regression,25.88924428151662
Lasso Regression,9.051915384084545
Lasso Regression,11.9605413235397
Lasso Regression,35.6892225957609
Lasso Regression,15.717659568595826
Lasso Regression,5.105100363953651
Lasso Regression,69.20295239714335
Lasso Regression,16.795508127988537
Lasso Regression,28.130332046176633
Lasso Regression,8.101572664341262
Lasso Regression,3.7756444323630407
Lasso Regression,20.81309454737576
Lasso Regression,0.1054077210828434
Lasso Regression,8.932692002930747
Lasso Regression,86.91153628246525
Lasso Regression,2.271077544378385
Lasso Regression,21.430283697637336
Lasso Regression,8.900562091666178
Lasso Regression,0.9120500806244705
Lasso Regression,10.022250017604287
Lasso Regression,14.796798152824847
Lasso Regression,8.837014095802369
Lasso Regression,3.497259172146313
Lasso Regression,4.808644116364285
Lasso Regression,38.94191874450961
Lasso Regression,42.87142911080856
Lasso Regression,5.44015349311192
Lasso Regression,20.80041637387109
Lasso Regression,12.750342110869036
Lasso Regression,8.146799576438392
Lasso Regression,43.04363476452993
Lasso Regression,32.449103982378
Lasso Regression,1.5538224990308724
Lasso Regression,15.930005825908808
Lasso Regression,11.030129655128093
Lasso Regression,7.652717266337278
Lasso Regression,31.19096748627188
Lasso Regression,17.531031365690193
Lasso Regression,2.2904581282751657
Lasso Regression,2.2376572859915536
Lasso Regression,19.449710126654914
Lasso Regression,16.21868701318578
Lasso Regression,39.95981320864252
Lasso Regression,10.067270795638523
Lasso Regression,31.068436725101776
Lasso Regression,13.950349726096938
Lasso Regression,39.37576840867009
Lasso Regression,9.867333068807639
Lasso Regression,9.23860375847581
Lasso Regression,6.64898560673821
Lasso Regression,56.97076275726647
Lasso Regression,0.3589553928983327
Lasso Regression,9.979782709071735
Lasso Regression,12.189876453443661
Lasso Regression,7.559214670005275
Lasso Regression,3.6080670233540384
Lasso Regression,7.385987513175091
Lasso Regression,1.1959672470699392
Lasso Regression,24.297678214984654
Lasso Regression,27.770341736659493
Lasso Regression,13.609798937613576
Lasso Regression,10.453339687762874
Lasso Regression,16.899529588762764
Lasso Regression,10.181697320915795
Lasso Regression,7.6437856892582134
Lasso Regression,24.888134906542465
Lasso Regression,24.50052351397014
Lasso Regression,27.448030276001106
Lasso Regression,53.319731240235946
Lasso Regression,21.720600469899377
Lasso Regression,9.511790607297737
Lasso Regression,8.883256458929095
Lasso Regression,89.38268069213254
Lasso Regression,1.97439287696803
Lasso Regression,4.572957324118117
Lasso Regression,16.772097057254946
Lasso Regression,19.310235238049327
Lasso Regression,17.18572449292138
Lasso Regression,0.7440046431408072
Lasso Regression,3.5939338359748705
Lasso Regression,10.161334143049464
Lasso Regression,7.881249706287402
Lasso Regression,16.954245456127165
Lasso Regression,7.630234203728503
Lasso Regression,8.286830628502084
Lasso Regression,21.911826953773947
Lasso Regression,0.07388856274374532
Lasso Regression,3.0307279556335005
Lasso Regression,7.684081437646065
Lasso Regression,6.820163323654368
Lasso Regression,17.308708442206235
Lasso Regression,16.792337144303758
Lasso Regression,10.81951942198438
Lasso Regression,16.21679103420983
Lasso Regression,7.266675638679705
Lasso Regression,7.8218304138947055
Lasso Regression,34.48357894989998
Lasso Regression,13.906062349094464
Lasso Regression,19.35961253647902
Lasso Regression,0.0624378461196671
Lasso Regression,16.907679358880493
Lasso Regression,4.412325975305401
Lasso Regression,6.180552074708786
Lasso Regression,6.813170159055815
Lasso Regression,2.754547671121606
Lasso Regression,1.6449567963443612
Lasso Regression,3.0078056275756735
Lasso Regression,7.270146805225375
Lasso Regression,13.074810117532005
Lasso Regression,32.78141994511286
Lasso Regression,11.092633446808595
Lasso Regression,25.634420651255258
Lasso Regression,56.42270943638032
Lasso Regression,5.594788578360866
Lasso Regression,13.380024456689412
Lasso Regression,10.359628477986288
Lasso Regression,42.29939030942067
Lasso Regression,65.75726621970432
Lasso Regression,17.618072818270388
Lasso Regression,22.048159302153568
Lasso Regression,1.9096771028288106
Lasso Regression,0.58581408223744
Lasso Regression,16.893383633518425
Lasso Regression,53.72087266838905
Lasso Regression,31.51181124520371
Lasso Regression,11.9129362717636
Decision Tree,5.346984397933056
Decision Tree,2.086230876216968
Decision Tree,16.0
Decision Tree,20.994475138121548
Decision Tree,2.2002750343792976
Decision Tree,26.666666666666668
Decision Tree,3.5211267605633805
Decision Tree,1.9262295081967213
Decision Tree,19.565217391304348
Decision Tree,6.956521739130435
Decision Tree,1.5873015873015872
Decision Tree,15.086206896551724
Decision Tree,3.931750741839762
Decision Tree,33.66834170854271
Decision Tree,28.947368421052634
Decision Tree,4.724096863834855
Decision Tree,40.883190883190885
Decision Tree,5.2320777570802
Decision Tree,11.131691053898871
Decision Tree,30.208333333333332
Decision Tree,9.230769230769232
Decision Tree,26.31578947368421
Decision Tree,16.807425370014215
Decision Tree,23.25581395348837
Decision Tree,11.06612685560054
Decision Tree,9.091818181818182
Decision Tree,5.194805194805195
Decision Tree,24.651162790697676
Decision Tree,1.6352201257861636
Decision Tree,8.560794044665013
Decision Tree,16.999916999917
Decision Tree,11.11111111111111
Decision Tree,54.89642184557438
Decision Tree,4.526166902404526
Decision Tree,1.25
Decision Tree,7.865168539325842
Decision Tree,4.592592592592593
Decision Tree,37.88461538461539
Decision Tree,0.9900990099009901
Decision Tree,0.0
Decision Tree,4.571428571428571
Decision Tree,33.42696629213483
Decision Tree,12.5
Decision Tree,10.891089108910892
Decision Tree,29.460580912863072
Decision Tree,29.582806573957015
Decision Tree,9.174311926605505
Decision Tree,5.932203389830509
Decision Tree,54.166666666666664
Decision Tree,10.718789407313997
Decision Tree,11.616161616161616
Decision Tree,0.5934718100890208
Decision Tree,30.952380952380953
Decision Tree,23.699421965317917
Decision Tree,5.616438356164384
Decision Tree,3.761348897535668
Decision Tree,13.434650455927052
Decision Tree,26.122448979591837
Decision Tree,8.304498269896193
Decision Tree,5.555555555555555
Decision Tree,22.73342354533153
Decision Tree,3.6585365853658534
Decision Tree,24.46849632779281
Decision Tree,1.2376237623762376
Decision Tree,32.35294117647059
Decision Tree,45.30615559525743
Decision Tree,17.82051282051282
Decision Tree,6.578947368421052
Decision Tree,18.487394957983195
Decision Tree,4.477611940298507
Decision Tree,13.186813186813188
Decision Tree,44.03292181069959
Decision Tree,21.44702842377261
Decision Tree,14.285714285714285
Decision Tree,19.289340101522843
Decision Tree,7.8404401650618984
Decision Tree,7.430194036914339
Decision Tree,7.8125
Decision Tree,8.64864864864865
Decision Tree,29.411764705882355
Decision Tree,27.664864864864864
Decision Tree,51.14309906858594
Decision Tree,0.5945303210463734
Decision Tree,5.465116279069767
Decision Tree,22.807017543859647
Decision Tree,52.112676056338024
Decision Tree,6.423357664233577
Decision Tree,43.51851851851852
Decision Tree,4.8979591836734695
Decision Tree,7.274193548387096
Decision Tree,21.92881745120551
Decision Tree,25.238095238095237
Decision Tree,7.557354925775979
Decision Tree,1.5384615384615385
Decision Tree,0.6703910614525139
Decision Tree,2.564102564102564
Decision Tree,3.723404255319149
Decision Tree,43.005181347150256
Decision Tree,2.727272727272727
Decision Tree,5.531295487627365
Decision Tree,21.53846153846154
Decision Tree,7.2024827586206905
Decision Tree,2.1170610211706102
Decision Tree,21.363636363636363
Decision Tree,10.493827160493826
Decision Tree,1.092896174863388
Decision Tree,11.873315363881401
Decision Tree,2.8629856850715747
Decision Tree,57.5031525851198
Decision Tree,8.653846153846153
Decision Tree,1.0362694300518136
Decision Tree,2.1505376344086025
Decision Tree,8.49673202614379
Decision Tree,9.927983539094651
Decision Tree,29.210526315789476
Decision Tree,11.528150134048257
Decision Tree,21.96078431372549
Decision Tree,15.853658536585366
Decision Tree,30.833333333333336
Decision Tree,2.5538461538461537
Decision Tree,10.526315789473683
Decision Tree,36.9811320754717
Decision Tree,27.631578947368425
Decision Tree,0.0
Decision Tree,19.410847430975064
Decision Tree,32.91592128801431
Decision Tree,14.677419354838708
Decision Tree,9.032258064516128
Decision Tree,19.10487641950568
Decision Tree,3.4482758620689653
Decision Tree,0.8
Decision Tree,4.5
Decision Tree,5.588403585733358
Decision Tree,1.5218274111675125
Decision Tree,5.952380952380952
Decision Tree,52.046783625730995
Decision Tree,37.69230769230769
Decision Tree,4.0458015267175576
Decision Tree,22.362508855526332
Decision Tree,0.25380710659898476
Decision Tree,0.7220216606498195
Decision Tree,18.910424305919328
Decision Tree,50.368421052631575
Decision Tree,6.4772727272727275
Decision Tree,21.011058451816748
Decision Tree,4.2878338278931745
Decision Tree,27.82484536082474
Decision Tree,23.456790123456788
Decision Tree,28.654970760233915
Decision Tree,1.693374247073531
Decision Tree,17.62162162162162
Decision Tree,18.37294332723949
Decision Tree,3.614457831325301
Decision Tree,8.674698795180722
Decision Tree,9.395973154362416
Decision Tree,2.0
Decision Tree,6.491611962071481
Decision Tree,10.4
Decision Tree,18.545081967213115
Decision Tree,9.671704545454546
Decision Tree,2.56
Decision Tree,9.923664122137405
Decision Tree,0.684931506849315
Decision Tree,20.3125
Decision Tree,15.18987341772152
Decision Tree,17.142857142857142
Decision Tree,44.881889763779526
Decision Tree,3.8891848694725626
Decision Tree,2.7950310559006213
Decision Tree,14.222222222222221
Decision Tree,12.075471698113208
Decision Tree,2.941176470588235
Decision Tree,32.83428571428571
Decision Tree,22.815533980582526
Decision Tree,21.540983606557376
Decision Tree,4.569420035149385
Decision Tree,18.085106382978726
Decision Tree,1.2904317525178775
Decision Tree,3.7735849056603774
Decision Tree,22.865817950350095
Decision Tree,49.48453608247423
Decision Tree,13.671834862385321
Decision Tree,11.25
Decision Tree,18.566794258373207
Decision Tree,0.7287031663119882
Decision Tree,2.631578947368421
Decision Tree,4.49438202247191
Decision Tree,18.773946360153257
Decision Tree,13.84852770991385
Decision Tree,5.296591316173165
Decision Tree,3.825717321997875
Decision Tree,7.1084337349397595
Decision Tree,1.812688821752266
Decision Tree,27.27272727272727
Decision Tree,22.142857142857142
Decision Tree,10.352941176470589
Decision Tree,11.049723756906078
Decision Tree,15.564598168870802
Decision Tree,46.179401993355484
Decision Tree,0.0
Decision Tree,38.88888888888889
Decision Tree,0.2051983584131327
Decision Tree,33.47826086956522
Decision Tree,27.900000000000002
Decision Tree,16.56590084643289
Decision Tree,11.02216748768473
Decision Tree,9.375
Decision Tree,22.315035799522672
Decision Tree,19.553072625698324
Decision Tree,2.112676056338028
Random Forest,5.054619733097161
Random Forest,0.5265090403337969
Random Forest,5.84
Random Forest,6.592817679558011
Random Forest,6.505453181647705
Random Forest,30.755381300813006
Random Forest,5.618540845070425
Random Forest,8.357240983606564
Random Forest,6.934347826086956
Random Forest,9.34662434782609
Random Forest,14.487006349206343
Random Forest,5.478524137931025
Random Forest,5.6435608308605305
Random Forest,21.22349547738694
Random Forest,28.85979578947369
Random Forest,2.445237528119628
Random Forest,19.39273219373219
Random Forest,22.11504292690728
Random Forest,1.6382293017225498
Random Forest,15.414668749999993
Random Forest,7.5391986013986045
Random Forest,3.652047953216375
Random Forest,17.746871812024416
Random Forest,14.247350387596905
Random Forest,8.007496626180844
Random Forest,5.46199909090909
Random Forest,6.873807792207785
Random Forest,1.0835665116279147
Random Forest,1.1697584905660325
Random Forest,18.25013027295286
Random Forest,1.0732730732730706
Random Forest,16.51727290448343
Random Forest,16.593254237288136
Random Forest,8.391741159830266
Random Forest,4.347882500000007
Random Forest,0.15938576779026858
Random Forest,16.89348148148148
Random Forest,21.313775384615383
Random Forest,5.917980198019811
Random Forest,4.4781626666666625
Random Forest,0.17261999999999533
Random Forest,46.00616292134831
Random Forest,10.128570000000007
Random Forest,5.460263613861392
Random Forest,36.026685477178425
Random Forest,25.934905183312264
Random Forest,6.243447706422015
Random Forest,1.5908813559321955
Random Forest,33.363095238095234
Random Forest,12.296065573770498
Random Forest,5.749102272727274
Random Forest,5.614967359050445
Random Forest,3.679690476190476
Random Forest,34.21561387283238
Random Forest,2.043520547945199
Random Forest,2.3328417639429264
Random Forest,1.9909957446808444
Random Forest,16.165715102040817
Random Forest,3.865521799307961
Random Forest,4.884906666666663
Random Forest,5.30237483085251
Random Forest,0.4764426829268241
Random Forest,1.1356691148047846
